order_id,customer_id,customer_name,age,gender,city,state,region,loyalty_tier,product_category,product_name,quantity,unit_price,discount,total_sales,order_date,payment_method,customer_rating,return_flag,shipping_days,year,month,month_name,quarter
ORD-11113,CUST-5113,Suresh Malhotra,59,Female,Raipur,Chhattisgarh,Central,Gold,Electronics,Power Bank,3,39611.63,0.05,112893.15,2023-08-12,Debit Card,3.7,False,7,2023,8,Aug,3
ORD-11477,CUST-5417,Neha Kapoor,36,Female,Amritsar,Punjab,North,Bronze,Clothing,Jacket,1,649.09,0.05,616.64,2023-06-23,Net Banking,3.6,False,3,2023,6,Jun,2
ORD-11553,CUST-5636,Raj Shah,43,Female,Coimbatore,Tamil Nadu,South,Silver,Furniture,Dining Set,2,18589.82,0.0,37179.64,2024-03-10,Cash,3.5,False,5,2024,3,Mar,1
ORD-10124,CUST-5616,Priya Shah,36,Male,Bengaluru,Karnataka,South,Gold,Electronics,Smartphone,1,72446.01750000002,0.05,68823.72,2023-02-27,Credit Card,3.4,False,6,2023,2,Feb,1
ORD-12541,CUST-5420,Riya Gupta,55,Female,Ranchi,Jharkhand,East,Gold,Groceries,Ghee 500ml,2,681.83,0.25,1022.75,2024-09-20,Cash,2.6,False,7,2024,9,Sep,3
ORD-12903,CUST-5092,Harish Sharma,27,Female,Coimbatore,Tamil Nadu,South,Gold,Groceries,Sugar (1kg),3,223.67,0.1,603.91,2024-09-05,UPI,3.7,False,3,2024,9,Sep,3
ORD-11866,CUST-5707,Suresh Verma,52,Male,Hyderabad,Telangana,South,Gold,Electronics,Smart Watch,2,72446.01750000002,0.25,108669.03,2024-01-08,Debit Card,3.7,False,7,2024,1,Jan,1
ORD-11872,CUST-5649,Tarun Patel,41,Female,Amritsar,Punjab,North,Silver,Clothing,Jacket,4,3454.22,0.0,13816.88,2024-12-30,Debit Card,3.4,False,4,2024,12,Dec,4
ORD-10532,CUST-5415,Aditi Shah,27,Female,Bengaluru,Karnataka,South,Bronze,Books,Fiction Novel,1,841.52,0.05,799.44,2023-09-20,Credit Card,5.0,False,4,2023,9,Sep,3
ORD-12009,CUST-5103,Swati Gupta,26,Female,Jabalpur,Madhya Pradesh,Central,Bronze,Books,Business Guide,2,982.82,0.0,1965.64,2024-05-09,Cash,5.0,False,6,2024,5,May,2
ORD-11057,CUST-5363,Rahul Das,39,Male,Ranchi,Jharkhand,East,Gold,Furniture,Coffee Table,2,34287.9,0.25,51431.85,2024-12-24,Credit Card,3.0,False,5,2024,12,Dec,4
ORD-12907,CUST-5563,Priya Rao,31,Female,Indore,Madhya Pradesh,Central,Gold,Electronics,LED Monitor,2,43704.5,0.2,69927.2,2024-07-24,Credit Card,4.1,False,5,2024,7,Jul,3
ORD-11690,CUST-5150,Aditi Tiwari,37,Female,Delhi,Delhi,North,Bronze,Clothing,Formal Shirt,2,3009.65,0.25,4514.48,2024-12-01,Credit Card,4.2,False,4,2024,12,Dec,4
ORD-11487,CUST-5787,Meera Singh,39,Female,Jaipur,Rajasthan,North,Gold,Groceries,Biscuits,1,350.03,0.2,280.02,2023-07-01,Net Banking,4.1,False,2,2023,7,Jul,3
ORD-10557,CUST-5687,Kavya Joshi,31,Female,Bhubaneswar,Odisha,East,Bronze,Groceries,Ghee 500ml,1,200.06,0.2,160.05,2023-11-06,Net Banking,3.1,False,4,2023,11,Nov,4
ORD-12561,CUST-5105,Deepa Kumar,35,Male,Nashik,Maharashtra,West,Gold,Clothing,T-Shirt,3,3300.47,0.0,9901.41,2024-10-01,UPI,2.5,False,4,2024,10,Oct,4
ORD-11173,CUST-5430,Neha Verma,23,Male,Mumbai,Maharashtra,West,Silver,Furniture,Office Chair,1,49109.73,0.2,39287.78,2023-01-08,Cash,4.0,False,4,2023,1,Jan,1
ORD-10176,CUST-5789,Rohan Verma,18,Male,Jabalpur,Madhya Pradesh,Central,Bronze,Books,Data Science 101,1,72446.01750000002,0.1,65201.42,2024-01-20,Credit Card,4.7,True,3,2024,1,Jan,1
ORD-10322,CUST-5782,Manish Malhotra,38,Female,Ahmedabad,Gujarat,West,Bronze,Groceries,Pulses (1kg),1,644.39,0.2,515.51,2024-01-16,Net Banking,3.8,False,3,2024,1,Jan,1
ORD-11188,CUST-5558,Vinod Kumar,38,Female,Mumbai,Maharashtra,West,Bronze,Furniture,Sofa,1,9490.25,0.1,8541.22,2024-04-09,Net Banking,3.8,False,6,2024,4,Apr,2
ORD-11461,CUST-5064,Raj Pillai,43,Female,Chennai,Tamil Nadu,South,Gold,Sports,Cycling Gloves,4,282.77,0.0,1131.08,2023-01-19,Net Banking,3.8,False,5,2023,1,Jan,1
ORD-12478,CUST-5038,Suresh Pillai,21,Female,Ahmedabad,Gujarat,West,Gold,Sports,Football,3,3979.83,0.0,11939.49,2023-09-02,Credit Card,4.6,False,6,2023,9,Sep,3
ORD-11545,CUST-5406,Riya Nair,24,Male,Indore,Madhya Pradesh,South,Gold,Electronics,Smart Watch,3,21351.97,0.05,60853.11,2023-08-20,Credit Card,3.6,False,5,2023,8,Aug,3
ORD-10695,CUST-5419,Pooja Rao,35,Female,Pune,Maharashtra,West,Bronze,Groceries,Cooking Oil,5,363.77,0.15,1546.02,2023-04-18,Net Banking,3.5,False,2,2023,4,Apr,2
ORD-11628,CUST-5177,Geeta Bose,49,Female,Bhopal,Madhya Pradesh,Central,Gold,Groceries,Tea Powder,1,159.54,0.05,151.56,2023-03-13,Debit Card,2.5,False,3,2023,3,Mar,1
ORD-10080,CUST-5256,Raj Shah,47,Female,Lucknow,Uttar Pradesh,North,Bronze,Clothing,Sneakers,1,2105.23,0.15,1789.45,2023-04-06,Debit Card,5.0,False,2,2023,4,Apr,2
ORD-12525,CUST-5084,Kiran Kumar,26,Female,Surat,Gujarat,South,Gold,Books,Business Guide,1,447.95,0.05,425.55,2023-05-20,Net Banking,3.5,False,2,2023,5,May,2
ORD-11149,CUST-5483,Ananya Sharma,37,Male,Patna,Bihar,East,Bronze,Books,Self Help,3,572.26,0.1,1545.1,2023-08-23,Cash,3.4,False,6,2023,8,Aug,3
ORD-11151,CUST-5467,Swati Kumar,42,Male,Kolkata,West Bengal,East,Silver,Electronics,Power Bank,1,13200.59,0.0,13200.59,2023-12-29,Debit Card,3.3,False,6,2023,12,Dec,4
ORD-10862,CUST-5023,Lakshmi Reddy,20,Female,Ahmedabad,Gujarat,West,Silver,Furniture,Sofa,1,46796.36,0.05,44456.54,2023-02-25,Debit Card,3.9,False,4,2023,2,Feb,1
ORD-11260,CUST-5146,Rahul Rao,22,Male,Chandigarh,Punjab,North,Bronze,Books,Machine Learning A-Z,4,580.59,0.0,2322.36,2024-01-15,UPI,4.3,True,2,2024,1,Jan,1
ORD-10439,CUST-5064,Raj Pillai,43,Female,Kochi,Kerala,South,Gold,Electronics,LED Monitor,5,20536.73,0.05,97549.47,2024-09-01,UPI,2.7,False,6,2024,9,Sep,3
ORD-10471,CUST-5580,Ananya Sharma,35,Female,Hyderabad,Telangana,South,Bronze,Sports,Jump Rope,2,2673.74,0.1,4812.73,2024-04-13,Cash,3.7,False,5,2024,4,Apr,2
ORD-12230,CUST-5520,Rohan Nair,18,Female,Bengaluru,Madhya Pradesh,Central,Gold,Electronics,Laptop,1,70263.78,0.25,52697.84,2024-06-08,Net Banking,4.6,False,6,2024,6,Jun,2
ORD-12011,CUST-5602,Divya Mehta,35,Male,Lucknow,Uttar Pradesh,North,Gold,Books,History of India,2,1129.73,0.2,1807.57,2023-06-16,UPI,3.9,False,3,2023,6,Jun,2
ORD-11706,CUST-5110,Swati Joshi,18,Male,Bengaluru,Tamil Nadu,South,Gold,Books,Fiction Novel,4,637.63,0.2,2040.42,2023-07-29,UPI,3.2,False,3,2023,7,Jul,3
ORD-10812,CUST-5654,Sanjay Kumar,60,Male,Hyderabad,Telangana,South,Bronze,Sports,Dumbbells,2,346.03,0.0,692.06,2023-10-26,Cash,3.4,False,4,2023,10,Oct,4
ORD-11234,CUST-5028,Rohan Tiwari,28,Female,Bengaluru,Madhya Pradesh,Central,Gold,Electronics,Bluetooth Speaker,2,51000.23,0.1,91800.41,2024-01-29,Credit Card,5.0,False,5,2024,1,Jan,1
ORD-12246,CUST-5049,Neha Patel,18,Male,Bengaluru,Karnataka,South,Gold,Furniture,Wardrobe,3,24474.42,0.25,55067.44,2023-02-13,UPI,3.8,False,5,2023,2,Feb,1
ORD-10568,CUST-5330,Meera Tiwari,34,Male,Delhi,Delhi,North,Silver,Clothing,T-Shirt,3,2153.42,0.1,5814.23,2024-10-21,Net Banking,4.3,False,5,2024,10,Oct,4
ORD-12425,CUST-5382,Rahul Verma,18,Female,Ahmedabad,Gujarat,West,Gold,Groceries,Biscuits,5,125.07,0.0,625.35,2024-01-23,Debit Card,4.0,False,3,2024,1,Jan,1
ORD-11653,CUST-5107,Vinod Chatterjee,35,Female,Chennai,Tamil Nadu,South,Gold,Electronics,Smartphone,4,32687.54,0.2,104600.13,2024-01-27,Net Banking,2.9,True,4,2024,1,Jan,1
ORD-10141,CUST-5231,Geeta Patel,37,Male,Ranchi,Jharkhand,East,Bronze,Groceries,Atta (10kg),2,507.01,0.1,912.62,2024-04-21,Credit Card,4.5,False,4,2024,4,Apr,2
ORD-10511,CUST-5682,Harish Chatterjee,29,Female,Indore,Madhya Pradesh,Central,Bronze,Books,History of India,5,829.81,0.25,3111.79,2023-12-31,Net Banking,3.8,False,5,2023,12,Dec,4
ORD-11612,CUST-5168,Priya Patel,32,Male,Chandigarh,Punjab,North,Gold,Electronics,LED Monitor,2,69814.68,0.25,104722.02,2024-09-05,Cash,3.8,False,4,2024,9,Sep,3
ORD-12605,CUST-5521,Harish Reddy,40,Male,Surat,Gujarat,West,Gold,Furniture,Coffee Table,2,28365.24,0.0,56730.48,2024-05-05,Debit Card,3.5,False,5,2024,5,May,2
ORD-11809,CUST-5097,Kavya Patel,37,Male,Delhi,Delhi,North,Bronze,Clothing,Dress,2,2774.96,0.15,4717.43,2023-11-12,Credit Card,3.9,False,2,2023,11,Nov,4
ORD-12866,CUST-5749,Rahul Joshi,20,Male,Bhopal,Madhya Pradesh,Central,Bronze,Groceries,Atta (10kg),1,365.34,0.0,365.34,2024-05-09,UPI,3.4,False,6,2024,5,May,2
ORD-11684,CUST-5203,Aarav Tiwari,45,Male,Nashik,Maharashtra,South,Gold,Books,Business Guide,1,1473.07,0.0,1473.07,2024-10-25,Credit Card,3.3,False,5,2024,10,Oct,4
ORD-10610,CUST-5797,Suresh Malhotra,41,Male,Guwahati,Assam,East,Gold,Electronics,Bluetooth Speaker,2,72446.01750000002,0.05,137647.43,2023-12-29,UPI,4.6,True,8,2023,12,Dec,4
ORD-12810,CUST-5330,Meera Tiwari,34,Female,Patna,Bihar,East,Gold,Books,Business Guide,1,685.83,0.25,514.37,2023-03-25,Debit Card,1.6,False,7,2023,3,Mar,1
ORD-11966,CUST-5472,Lakshmi Mehta,35,Female,Bhopal,Madhya Pradesh,Central,Gold,Electronics,Headphones,3,15384.16,0.0,46152.48,2023-12-24,Cash,4.2,False,4,2023,12,Dec,4
ORD-10831,CUST-5434,Kunal Iyer,50,Male,Surat,Gujarat,West,Silver,Furniture,Bed Frame,2,14216.28,0.25,21324.42,2023-11-23,Cash,1.7,False,5,2023,11,Nov,4
ORD-10177,CUST-5426,Suresh Das,25,Male,Surat,Gujarat,West,Bronze,Books,Data Science 101,2,1491.8,0.0,2983.6,2023-02-19,Cash,3.0,False,5,2023,2,Feb,1
ORD-10857,CUST-5158,Aarav Iyer,23,Male,Lucknow,Uttar Pradesh,North,Bronze,Books,Business Guide,1,591.15,0.0,591.15,2024-12-17,Net Banking,3.8,False,5,2024,12,Dec,4
ORD-10693,CUST-5402,Harish Mehta,35,Female,Chandigarh,Punjab,North,Silver,Furniture,Bookshelf,1,48483.13,0.0,48483.13,2024-12-16,Debit Card,2.2,False,5,2024,12,Dec,4
ORD-11736,CUST-5698,Vikram Tiwari,44,Female,Bhopal,Madhya Pradesh,Central,Silver,Books,Clean Code,1,621.72,0.25,466.29,2023-10-20,UPI,3.3,False,4,2023,10,Oct,4
ORD-11072,CUST-5182,Sanjay Malhotra,24,Female,Bhubaneswar,Odisha,East,Bronze,Groceries,Rice (5kg),2,693.48,0.1,1248.26,2024-01-24,UPI,4.0,False,5,2024,1,Jan,1
ORD-11278,CUST-5503,Divya Bose,40,Male,Raipur,Chhattisgarh,Central,Silver,Sports,Yoga Mat,4,6048.67,0.0,24194.68,2024-04-03,Credit Card,3.0,False,6,2024,4,Apr,2
ORD-11503,CUST-5683,Manish Kapoor,39,Male,Bhubaneswar,Odisha,East,Gold,Electronics,Smartphone,3,30659.99,0.0,91979.97,2024-10-04,UPI,3.1,False,6,2024,10,Oct,4
ORD-10183,CUST-5040,Pooja Joshi,42,Male,Patna,Bihar,East,Silver,Furniture,Office Chair,1,46540.95,0.0,46540.95,2023-04-13,Cash,4.2,False,9,2023,4,Apr,2
ORD-11468,CUST-5109,Harish Tiwari,34,Male,Lucknow,Uttar Pradesh,North,Bronze,Groceries,Ghee 500ml,1,662.05,0.05,628.95,2023-10-28,Debit Card,3.9,False,4,2023,10,Oct,4
ORD-12227,CUST-5037,Raj Reddy,18,Male,Chennai,Tamil Nadu,South,Gold,Furniture,Coffee Table,3,27231.13,0.15,69439.38,2023-02-04,UPI,3.3,False,6,2023,2,Feb,1
ORD-12727,CUST-5290,Divya Iyer,32,Female,Bhubaneswar,Odisha,South,Silver,Sports,Running Shoes,3,6523.11,0.2,15655.46,2024-09-11,Credit Card,4.0,False,8,2024,9,Sep,3
ORD-10565,CUST-5336,Swati Malhotra,26,Male,Lucknow,Uttar Pradesh,North,Gold,Electronics,Headphones,4,28530.48,0.0,114121.92,2024-05-25,Credit Card,4.1,False,6,2024,5,May,2
ORD-12901,CUST-5410,Tarun Bose,42,Female,Jaipur,Rajasthan,North,Silver,Groceries,Biscuits,2,579.71,0.0,1159.42,2024-01-24,Cash,4.0,False,3,2024,1,Jan,1
ORD-12340,CUST-5484,Sanjay Mehta,27,Male,Ranchi,Jharkhand,East,Gold,Groceries,Rice (5kg),2,181.65,0.2,290.64,2024-11-22,UPI,3.8,False,7,2024,11,Nov,4
ORD-11985,CUST-5047,Harish Tiwari,45,Male,Guwahati,Assam,East,Gold,Electronics,Laptop,1,54391.0,0.05,51671.45,2023-01-01,UPI,2.0,False,5,2023,1,Jan,1
ORD-11829,CUST-5698,Vikram Tiwari,44,Female,Lucknow,Uttar Pradesh,North,Silver,Groceries,Ghee 500ml,1,151.18,0.0,151.18,2023-07-21,Net Banking,2.0,False,3,2023,7,Jul,3
ORD-12850,CUST-5720,Nisha Sharma,38,Male,Jabalpur,Madhya Pradesh,Central,Gold,Clothing,Formal Shirt,1,5714.41,0.15,4857.25,2024-11-20,UPI,4.4,False,3,2024,11,Nov,4
ORD-10486,CUST-5567,Vinod Malhotra,24,Female,Mumbai,Maharashtra,West,Gold,Clothing,Jacket,1,4245.02,0.1,3820.52,2024-01-26,Cash,4.0,False,4,2024,1,Jan,1
ORD-12940,CUST-5167,Priya Shah,53,Female,Coimbatore,Tamil Nadu,South,Bronze,Groceries,Biscuits,4,529.54,0.1,1906.34,2024-04-04,Debit Card,4.2,False,5,2024,4,Apr,2
ORD-11204,CUST-5365,Raj Shah,30,Female,Delhi,Delhi,North,Bronze,Groceries,Pulses (1kg),1,334.19,0.1,300.77,2024-03-05,UPI,5.0,False,3,2024,3,Mar,1
ORD-10370,CUST-5265,Ananya Chatterjee,22,Male,Jabalpur,Madhya Pradesh,Central,Silver,Furniture,Wardrobe,2,27078.7,0.15,46033.79,2024-03-13,Cash,3.3,False,6,2024,3,Mar,1
ORD-10162,CUST-5738,Aditi Singh,51,Female,Jaipur,Rajasthan,North,Bronze,Books,Machine Learning A-Z,2,1251.66,0.0,2503.32,2024-11-28,Cash,3.3,False,5,2024,11,Nov,4
ORD-12646,CUST-5075,Deepa Sharma,43,Male,Surat,Gujarat,West,Gold,Electronics,Headphones,2,31981.84,0.15,54369.13,2024-09-25,Cash,3.9,False,5,2024,9,Sep,3
ORD-12650,CUST-5739,Neha Kapoor,45,Male,Bengaluru,Karnataka,South,Gold,Books,Fiction Novel,1,1422.93,0.0,1422.93,2024-07-20,Debit Card,4.6,False,6,2024,7,Jul,3
ORD-12931,CUST-5531,Lakshmi Bose,18,Female,Pune,Maharashtra,West,Gold,Books,Machine Learning A-Z,5,673.77,0.25,2526.64,2023-11-08,UPI,3.8,False,4,2023,11,Nov,4
ORD-11911,CUST-5074,Kiran Reddy,18,Male,Coimbatore,Tamil Nadu,South,Gold,Furniture,Coffee Table,4,43036.3,0.0,172145.2,2023-08-15,Credit Card,3.5,False,6,2023,8,Aug,3
ORD-10729,CUST-5006,Meera Patel,50,Female,Kochi,Kerala,South,Bronze,Books,History of India,5,1301.23,0.05,6180.84,2024-12-16,Credit Card,4.2,True,6,2024,12,Dec,4
ORD-10969,CUST-5241,Geeta Das,33,Male,Mumbai,Maharashtra,South,Bronze,Clothing,Formal Shirt,2,1060.75,0.0,2121.5,2024-11-10,Net Banking,3.1,False,2,2024,11,Nov,4
ORD-10670,CUST-5729,Divya Kapoor,27,Female,Ranchi,Jharkhand,East,Silver,Furniture,Dining Set,1,10351.01,0.15,8798.36,2023-07-03,UPI,4.5,False,9,2023,7,Jul,3
ORD-10887,CUST-5648,Priya Shah,32,Male,Pune,Maharashtra,West,Bronze,Books,History of India,1,1119.72,0.15,951.76,2024-01-20,Credit Card,4.1,False,3,2024,1,Jan,1
ORD-10030,CUST-5634,Vinod Shah,24,Female,Raipur,Chhattisgarh,Central,Silver,Electronics,Tablet,1,31697.02,0.05,30112.17,2023-09-04,Cash,3.8,False,7,2023,9,Sep,3
ORD-11055,CUST-5486,Suresh Shah,28,Male,Lucknow,Uttar Pradesh,North,Bronze,Sports,Yoga Mat,1,1194.13,0.0,1194.13,2023-05-27,Credit Card,3.8,False,4,2023,5,May,2
ORD-12079,CUST-5561,Divya Iyer,55,Female,Indore,Madhya Pradesh,Central,Gold,Electronics,Laptop,2,72091.98,0.0,144183.96,2023-01-22,Cash,3.4,False,7,2023,1,Jan,1
ORD-11591,CUST-5644,Swati Singh,32,Female,Patna,Bihar,East,Silver,Books,Fiction Novel,3,1217.83,0.05,3470.82,2023-07-04,Credit Card,3.5,False,7,2023,7,Jul,3
ORD-10173,CUST-5297,Suresh Joshi,38,Male,Nashik,Maharashtra,West,Bronze,Clothing,Jeans,1,1287.95,0.1,1159.16,2023-02-16,Cash,3.1,False,5,2023,2,Feb,1
ORD-11962,CUST-5774,Kiran Singh,35,Female,Pune,Maharashtra,West,Bronze,Sports,Running Shoes,1,3004.35,0.25,2253.26,2023-06-17,Debit Card,4.1,False,4,2023,6,Jun,2
ORD-10296,CUST-5640,Rohan Nair,31,Female,Coimbatore,Tamil Nadu,South,Bronze,Clothing,Sneakers,2,513.76,0.2,822.02,2023-03-23,UPI,2.1,False,5,2023,3,Mar,1
ORD-10325,CUST-5471,Swati Malhotra,18,Male,Bhubaneswar,Odisha,East,Bronze,Sports,Yoga Mat,4,1596.16,0.0,6384.64,2023-04-07,Cash,3.5,False,6,2023,4,Apr,2
ORD-11236,CUST-5455,Divya Bose,35,Male,Amritsar,Punjab,North,Gold,Furniture,Bookshelf,3,11883.91,0.0,35651.73,2024-06-03,Net Banking,5.0,True,4,2024,6,Jun,2
ORD-11988,CUST-5165,Priya Bose,39,Female,Mumbai,Maharashtra,West,Bronze,Books,Python Crash Course,2,665.11,0.25,997.66,2024-06-27,Debit Card,4.2,True,5,2024,6,Jun,2
ORD-11738,CUST-5362,Nisha Nair,33,Female,Amritsar,Punjab,North,Gold,Books,Fiction Novel,3,1047.85,0.25,2357.66,2023-03-16,Credit Card,3.8,False,5,2023,3,Mar,1
ORD-12759,CUST-5699,Geeta Pillai,33,Female,Ranchi,Jharkhand,East,Gold,Groceries,Cooking Oil,1,317.7,0.0,317.7,2023-03-30,UPI,3.5,False,6,2023,3,Mar,1
ORD-11472,CUST-5237,Lakshmi Gupta,36,Male,Lucknow,Uttar Pradesh,North,Silver,Sports,Dumbbells,1,5152.82,0.0,5152.82,2024-08-19,Net Banking,4.2,False,3,2024,8,Aug,3
ORD-11925,CUST-5739,Neha Kapoor,45,Male,Ahmedabad,Gujarat,West,Gold,Electronics,Bluetooth Speaker,2,11172.01,0.25,16758.02,2023-03-01,Net Banking,3.9,False,6,2023,3,Mar,1
ORD-12714,CUST-5120,Aarav Verma,42,Male,Bengaluru,Madhya Pradesh,South,Silver,Furniture,Bed Frame,2,5147.44,0.0,10294.88,2024-12-19,Cash,3.8,False,8,2024,12,Dec,4
ORD-10605,CUST-5550,Aditi Rao,35,Male,Guwahati,Assam,East,Bronze,Clothing,Sneakers,1,1672.53,0.0,1672.53,2023-03-28,Debit Card,4.1,False,6,2023,3,Mar,1
ORD-11283,CUST-5133,Arjun Singh,39,Male,Bhopal,Madhya Pradesh,Central,Silver,Books,Python Crash Course,1,1467.26,0.0,1467.26,2023-12-07,UPI,4.4,False,5,2023,12,Dec,4
ORD-12671,CUST-5009,Kiran Chatterjee,40,Male,Mumbai,Maharashtra,West,Bronze,Groceries,Cooking Oil,3,579.85,0.25,1304.66,2023-02-21,Cash,4.9,False,4,2023,2,Feb,1
ORD-12626,CUST-5426,Suresh Das,25,Male,Pune,Maharashtra,West,Gold,Books,History of India,2,483.97,0.0,967.94,2024-10-07,UPI,3.5,False,4,2024,10,Oct,4
ORD-12881,CUST-5579,Suresh Kapoor,46,Male,Bhopal,Madhya Pradesh,Central,Gold,Electronics,Bluetooth Speaker,1,72446.01750000002,0.25,54334.51,2024-01-12,Cash,3.5,False,7,2024,1,Jan,1
ORD-12669,CUST-5614,Sanjay Iyer,59,Female,Jaipur,Rajasthan,North,Bronze,Books,Clean Code,1,401.12,0.2,320.9,2023-09-09,UPI,1.3,False,4,2023,9,Sep,3
ORD-10073,CUST-5296,Suresh Rao,43,Female,Raipur,Chhattisgarh,Central,Bronze,Sports,Yoga Mat,1,4860.16,0.1,4374.14,2023-11-28,Net Banking,2.1,False,4,2023,11,Nov,4
ORD-10048,CUST-5326,Kunal Malhotra,46,Male,Guwahati,Assam,East,Bronze,Furniture,Bed Frame,2,5699.15,0.2,9118.64,2023-07-01,Debit Card,4.6,False,8,2023,7,Jul,3
ORD-12258,CUST-5716,Kunal Reddy,36,Male,Indore,Madhya Pradesh,Central,Gold,Books,History of India,1,339.06,0.0,339.06,2023-09-19,Cash,2.6,False,3,2023,9,Sep,3
ORD-11916,CUST-5309,Nisha Chatterjee,32,Male,Hyderabad,Telangana,South,Gold,Furniture,Wardrobe,1,40779.83,0.0,40779.83,2023-07-12,Debit Card,3.5,False,7,2023,7,Jul,3
ORD-11815,CUST-5025,Manish Rao,36,Male,Nagpur,Maharashtra,Central,Gold,Electronics,Smart Watch,3,46606.86,0.25,104865.44,2024-04-18,UPI,3.9,True,4,2024,4,Apr,2
ORD-10535,CUST-5372,Sanjay Bose,49,Male,Jaipur,Rajasthan,North,Gold,Groceries,Biscuits,1,63.8,0.2,51.04,2023-03-07,Debit Card,4.9,False,3,2023,3,Mar,1
ORD-11270,CUST-5395,Suresh Reddy,30,Female,Nagpur,Maharashtra,Central,Gold,Clothing,Sports Shorts,1,2475.96,0.05,2352.16,2023-01-25,Net Banking,3.5,False,5,2023,1,Jan,1
ORD-12132,CUST-5222,Deepa Sharma,41,Female,Hyderabad,Telangana,South,Gold,Electronics,Laptop,3,3276.645,0.0,9829.94,2024-05-06,Net Banking,3.5,True,6,2024,5,May,2
ORD-11665,CUST-5267,Manish Shah,20,Female,Bengaluru,Karnataka,South,Bronze,Sports,Football,3,2232.04,0.15,5691.7,2023-12-17,Cash,3.6,False,4,2023,12,Dec,4
ORD-11071,CUST-5471,Swati Malhotra,18,Male,Chandigarh,Punjab,North,Silver,Electronics,Headphones,1,25360.53,0.15,21556.45,2024-10-15,Debit Card,3.8,False,4,2024,10,Oct,4
ORD-11566,CUST-5444,Kiran Joshi,21,Female,Kolkata,West Bengal,East,Gold,Furniture,Bed Frame,1,3356.38,0.0,3356.38,2024-07-11,UPI,4.3,False,9,2024,7,Jul,3
ORD-12748,CUST-5551,Harish Reddy,33,Female,Kolkata,West Bengal,East,Gold,Furniture,Sofa,1,36486.53,0.25,27364.9,2024-02-06,Net Banking,3.4,False,9,2024,2,Feb,1
ORD-12206,CUST-5472,Lakshmi Mehta,19,Female,Mumbai,Maharashtra,West,Gold,Furniture,Office Chair,2,11586.23,0.0,23172.46,2024-06-25,Cash,3.7,False,7,2024,6,Jun,2
ORD-12780,CUST-5228,Vikram Das,27,Female,Chandigarh,Punjab,North,Gold,Clothing,T-Shirt,1,3250.85,0.15,2763.22,2023-03-06,Cash,3.6,False,4,2023,3,Mar,1
ORD-10838,CUST-5766,Rahul Kumar,34,Male,Raipur,Chhattisgarh,Central,Bronze,Clothing,Jacket,1,1086.24,0.0,1086.24,2024-04-26,Cash,4.7,False,6,2024,4,Apr,2
ORD-11094,CUST-5514,Aarav Das,29,Female,Guwahati,Assam,East,Bronze,Groceries,Cooking Oil,1,472.8,0.25,354.6,2024-09-10,Net Banking,2.4,False,6,2024,9,Sep,3
ORD-11345,CUST-5355,Raj Kapoor,24,Female,Bhubaneswar,Odisha,East,Silver,Clothing,Kurti,2,4839.79,0.25,7259.68,2024-01-17,UPI,3.6,False,7,2024,1,Jan,1
ORD-12304,CUST-5382,Rahul Verma,18,Female,Nashik,Maharashtra,West,Gold,Electronics,Smart Watch,2,72446.01750000002,0.0,144892.04,2023-01-17,Credit Card,4.8,False,4,2023,1,Jan,1
ORD-11233,CUST-5097,Kavya Patel,37,Male,Bengaluru,Karnataka,South,Bronze,Sports,Cricket Bat,2,1657.38,0.15,2817.55,2024-11-30,Net Banking,4.8,False,4,2024,11,Nov,4
ORD-12597,CUST-5544,Kavya Bose,18,Male,Chandigarh,Punjab,North,Gold,Sports,Football,1,194.21,0.1,174.79,2023-01-04,Debit Card,4.4,False,5,2023,1,Jan,1
ORD-11846,CUST-5379,Suresh Shah,26,Male,Indore,Madhya Pradesh,Central,Gold,Clothing,Formal Shirt,1,3963.06,0.05,3764.91,2023-09-03,Cash,3.1,False,5,2023,9,Sep,3
ORD-12829,CUST-5347,Rohan Das,20,Female,Bengaluru,Karnataka,South,Silver,Electronics,Smart Watch,1,17917.9,0.0,17917.9,2024-09-10,Cash,4.3,False,5,2024,9,Sep,3
ORD-10324,CUST-5307,Vikram Sharma,29,Male,Chennai,Tamil Nadu,South,Silver,Sports,Yoga Mat,1,6377.1,0.0,6377.1,2023-11-06,Credit Card,3.6,False,6,2023,11,Nov,4
ORD-10759,CUST-5794,Deepa Shah,24,Female,Jaipur,Rajasthan,South,Silver,Books,Fiction Novel,2,1462.74,0.2,2340.38,2024-10-30,UPI,4.4,False,5,2024,10,Oct,4
ORD-11509,CUST-5459,Manish Tiwari,23,Male,Pune,Maharashtra,West,Gold,Furniture,Bookshelf,4,3433.45,0.05,13047.11,2024-08-31,UPI,3.8,False,6,2024,8,Aug,3
ORD-11731,CUST-5208,Manish Tiwari,40,Female,Raipur,Chhattisgarh,Central,Gold,Clothing,Jeans,1,1382.47,0.0,1382.47,2023-06-18,UPI,3.4,False,5,2023,6,Jun,2
ORD-12349,CUST-5349,Deepa Rao,32,Male,Bengaluru,Gujarat,West,Gold,Groceries,Sugar (1kg),3,37.12,0.0,111.36,2024-10-14,UPI,3.9,False,2,2024,10,Oct,4
ORD-11883,CUST-5746,Ananya Pillai,36,Male,Chandigarh,Punjab,North,Gold,Sports,Jump Rope,2,4218.84,0.0,8437.68,2023-04-09,Debit Card,3.4,False,4,2023,4,Apr,2
